13.747,-7.457,2.92,20
12.739,-6.572,4.108,20
12.188,-5.604,4.802,20
10.919,-5.374,4.546,20
9.454,-5.973,3.392,20
8.343,-6.227,2.674,20
7.381,-6.378,2.406,20
6.605,-6.289,2.628,20
6.03,-6.007,2.997,20
5.65,-5.748,3.088,20
5.341,-5.41,3.112,20
5.499,-5.133,3.308,20
5.906,-5.111,3.675,20
6.476,-5.181,4.024,20
7.12,-4.872,3.787,20
8.034,-4.967,3.394,20
9.188,-5.336,2.894,20
9.967,-5.669,2.422,20
10.761,-5.439,1.786,20
12.004,-5.118,1.228,20
12.981,-5.078,1.438,20
13.637,-4.862,2.214,20
14.18,-4.022,2.887,20
13.857,-3.289,2.942,20
13.385,-2.442,2.035,20
12.801,-2.245,0.84,21
12.373,-2.425,0.031,20
12.09,-3.126,-0.835,20
12.023,-4.084,-1.244,20
12.246,-5.255,-1.369,20
12.528,-5.691,-0.658,20
12.856,-5.578,-0.277,20
12.488,-5.669,-0.536,20
11.923,-5.774,-0.246,20
11.432,-6.215,-0.289,20
11.018,-6.873,-0.768,20
10.876,-7.711,-1.398,20
10.005,-8.24,-1.599,20
8.365,-7.558,-0.766,20
6.806,-6.591,0.478,20
5.712,-5.216,1.355,20
4.91,-4.175,1.438,20
4.161,-3.66,0.881,20
3.337,-3.605,-0.138,21
2.65,-3.782,-0.912,20
2.36,-3.921,-1.575,20
2.468,-3.785,-2.061,20
3.035,-3.473,-2.659,20
3.629,-3.56,-2.6,20
4.122,-4.204,-1.467,20
4.661,-5.085,-0.368,20
5.494,-5.861,0.612,20
6.6,-6.397,0.979,20
7.891,-6.926,1.13,20
9.397,-7.479,1.271,20
10.333,-8.312,1.946,20
10.975,-8.441,2.856,20
12.196,-8.003,3.301,20
13.393,-6.902,3.462,20
13.905,-6.026,3.22,20
13.795,-5.216,3.004,20
13.555,-4.656,2.882,20
13.52,-4.098,2.691,21
13.16,-3.292,2.296,20
12.591,-2.983,1.886,20
11.53,-3.239,1.867,20
10.678,-3.404,1.924,20
10.335,-3.361,1.534,20
10.335,-3.217,0.974,20
11.128,-2.966,0.744,20
11.561,-2.693,0.49,20
11.858,-2.767,0.296,20
12.773,-3.112,0.227,20
14.085,-3.143,0.876,20
15.27,-2.205,1.113,20
15.564,-1.223,1.383,20
15.634,-0.735,1.697,20
15.279,-1.3,1.869,20
14.52,-2.525,1.391,20
14.362,-3.684,0.964,20
14.623,-5.525,1.022,20
14.693,-7.216,1.343,20
14.551,-8.547,1.613,20
13.613,-9.124,2.133,20
12.804,-9.255,2.312,20
12.231,-9.323,2.221,20
11.604,-9.433,1.656,20
10.86,-9.344,1.146,20
9.964,-9.184,0.878,20
9.105,-9.107,0.955,20
8.276,-8.724,1.213,20
7.328,-8.207,1.259,20
6.445,-7.515,0.955,20
5.547,-6.801,0.687,20
4.757,-6.349,0.567,20
4.28,-5.851,0.581,20
4.216,-5.42,0.543,20
3.976,-5.068,0.471,20
3.794,-4.924,0.239,20
3.797,-4.991,-0.304,20
4.074,-5.339,-0.682,20
4.764,-5.889,-1.278,20
5.638,-6.244,-1.75,20
7.058,-7.132,-1.771,20
8.133,-9.179,-1.443,20
8.439,-10.658,-0.893,20
9.076,-10.591,0.67,20
9.294,-8.312,2.525,20
9.725,-5.307,3.265,20
10.395,-3.483,2.923,20
10.843,-3.325,1.529,20
11.111,-4.309,-0.038,20
11.633,-5.274,-1.424,20
12.394,-5.667,-2.08,21
12.854,-5.93,-1.007,20
12.48,-6.253,0.383,20
11.784,-6.066,1.905,20
11.511,-5.137,2.93,20
11.391,-3.969,2.925,20
10.936,-3.052,1.786,20
10.366,-2.408,1.058,20
9.674,-2.659,1.165,20
9.378,-3.148,1.527,20
9.435,-3.095,1.323,20
9.414,-2.65,0.663,20
9.512,-2.303,0.102,21
9.856,-2.001,-0.287,20
10.251,-2.013,-0.533,20
10.424,-2.343,-0.574,20
11.07,-2.58,-0.169,20
12.461,-2.446,0.32,20
14.288,-1.422,0.964,20
15.765,-0.411,1.594,20
16.534,-0.881,1.886,20
17.255,-3.306,1.915,20
17.027,-4.738,1.278,20
16.778,-4.831,0.67,20
16.524,-3.627,1.046,20
16.311,-3.007,1.422,20
16.101,-3.799,1.127,21
16.213,-5.839,1.017,20
16.402,-7.75,1.333,20
16.678,-9.097,1.467,20
16.227,-9.615,1.647,20
15.555,-9.471,1.884,20
14.18,-9.334,2.171,20
12.454,-9.205,2.19,20
10.706,-8.973,1.972,20
8.911,-8.578,1.611,20
7.606,-8.063,1.065,20
6.421,-7.242,0.565,20
5.367,-6.698,0.208,20
4.311,-6.009,0.035,20
3.191,-5.58,0.148,20
2.324,-5.164,0.275,20
1.903,-4.874,0.22,20
1.716,-4.783,0.102,20
1.549,-5.025,-0.198,20
1.757,-5.432,-0.373,20
2.178,-5.971,-0.572,20
2.674,-6.584,-0.711,20
3.751,-6.845,-0.6,20
5.497,-7.01,0.007,20
7.079,-8.722,-0.466,20
8.456,-10.362,-1.774,20
10.529,-10.955,-2.396,20
12.38,-10.024,-1.647,20
14.097,-8.07,0.433,20
15.03,-7.23,1.604,20
15.952,-7.4,1.398,20
16.819,-7.319,0.292,20
16.898,-6.993,-1.455,20
16.314,-6.198,-3.009,20
16.467,-5.293,-2.947,20
15.83,-4.74,-1.151,20
14.827,-4.541,0.562,20
13.488,-3.928,1.754,20
12.366,-3.579,1.915,20
11.552,-3.344,1.929,20
10.828,-3.177,2.276,20
10.692,-2.755,2.669,20
10.512,-2.03,2.305,20
10.307,-1.237,1.295,20
10.151,-0.969,0.636,20
10.24,-1.142,0.711,20
10.529,-1.467,0.897,20
11.166,-1.951,1.005,20
11.834,-2.324,1.321,20
12.854,-2.372,1.802,20
13.589,-2.056,2.329,20
14.022,-1.757,2.758,20
14.322,-2.899,2.717,20
14.705,-5.133,2.255,20
15.519,-6.093,1.098,20
16.227,-6.138,0.579,20
16.493,-4.314,0.272,20
16.95,-3.876,-0.481,20
17.551,-4.905,-0.09,20
18.246,-6.969,0.521,20
18.332,-9.167,1.043,20
17.276,-10.941,1.51,20
15.564,-11.801,1.671,20
14.044,-11.707,1.599,20
12.808,-11.243,1.197,20
11.281,-10.594,0.665,20
9.598,-10.117,0.289,20
8.03,-9.761,-0.002,20
6.718,-9.129,0.004,20
5.58,-8.276,0.189,20
4.683,-7.568,0.222,20
3.859,-6.988,0.442,20
3.141,-6.473,0.73,20
2.461,-5.956,0.986,20
2.003,-5.734,1.089,20
1.616,-5.858,0.984,20
1.434,-6.263,0.526,20
1.628,-6.852,0.0,20
2.26,-7.139,-0.248,20
2.875,-7.18,0.004,20
3.833,-7.216,0.541,20
5.65,-7.75,0.754,20
7.007,-8.765,0.076,20
8.695,-9.962,-0.814,20
9.926,-10.601,-1.086,20
11.853,-9.71,-0.483,20
14.195,-8.487,0.138,20
15.942,-8.384,0.038,20
16.534,-9.255,0.011,20
16.931,-9.797,0.553,20
17.487,-8.954,0.936,20
17.606,-7.481,0.876,20
17.006,-5.683,1.17,20
15.83,-4.472,1.161,20
14.437,-3.806,0.871,20
13.249,-3.251,0.881,20
12.512,-2.925,0.842,20
11.93,-2.683,0.84,20
11.19,-2.425,0.842,20
10.773,-2.377,0.902,20
10.35,-2.236,1.333,20
10.28,-1.754,1.625,20
10.354,-1.383,1.671,20
10.685,-1.46,1.778,20
11.475,-1.546,2.138,20
12.392,-1.529,2.296,20
13.189,-1.343,2.468,20
14.001,-1.223,2.88,20
14.949,-1.486,3.021,20
15.461,-3.416,2.439,20
15.842,-4.216,1.64,20
16.361,-4.51,0.964,20
16.531,-4.984,0.744,20
16.991,-5.257,0.371,20
17.24,-6.234,0.004,20
18.265,-8.492,0.0,20
18.93,-10.891,0.459,20
18.294,-12.722,1.019,20
16.718,-13.338,1.125,20
14.75,-12.816,0.964,20
12.909,-12.138,0.811,20
11.262,-11.283,0.62,20
9.545,-10.558,0.392,20
8.008,-9.72,0.21,20
6.701,-8.856,0.148,20
5.521,-8.111,-0.007,20
4.544,-7.311,-0.124,20
3.634,-6.629,-0.275,20
2.949,-6.04,-0.33,20
2.391,-5.602,-0.428,20
2.059,-5.3,-0.584,20
1.668,-5.329,-0.658,20
1.448,-5.453,-0.727,21
1.604,-5.851,-0.897,20
2.166,-6.112,-1.027,20
2.992,-6.435,-1.022,20
3.909,-6.945,-0.754,20
4.869,-7.58,-0.222,20
6.586,-8.798,-0.186,20
8.252,-10.632,-0.926,20
9.998,-12.95,-1.154,20
11.386,-14.504,0.004,20
12.789,-14.034,2.252,20
14.506,-12.282,4.216,20
16.476,-9.739,5.583,20
17.252,-8.446,5.173,20
16.352,-9.059,2.734,20
15.538,-9.706,1.134,20
15.935,-9.303,0.505,20
16.249,-8.169,0.981,20
15.828,-7.067,2.142,20
14.477,-6.205,3.234,20
12.966,-5.37,3.89,20
12.112,-4.352,3.596,20
11.336,-3.734,3.028,20
10.065,-3.751,2.568,20
8.887,-4.244,2.76,20
7.848,-4.678,3.356,20
7.627,-4.484,3.928,20
8.159,-3.78,3.519,20
8.597,-3.22,2.844,20
8.887,-3.04,2.552,20
9.698,-2.93,2.315,20
10.84,-2.47,1.805,20
11.295,-2.37,0.574,20
11.674,-2.758,0.435,20
13.232,-2.315,0.888,20
15.136,-1.247,1.012,20
15.519,-0.89,0.088,20
15.866,-2.085,-0.569,20
16.292,-3.208,-0.62,20
17.283,-3.919,-1.254,20
17.872,-4.046,-1.453,20
18.318,-3.801,-1.417,20
18.547,-3.78,-1.45,20
18.557,-5.176,-1.537,20
18.509,-7.934,-1.182,20
18.301,-10.989,-0.497,20
17.899,-13.038,0.347,20
16.938,-13.407,0.241,20
15.871,-12.945,-0.586,20
14.654,-12.435,-0.976,20
13.141,-11.925,-0.711,20
11.654,-11.779,-0.21,20
10.074,-11.226,-0.052,20
8.619,-10.481,-0.124,20
7.096,-9.497,-0.004,20
5.64,-8.528,-0.086,20
4.388,-7.675,-0.237,20
3.315,-7.249,-0.371,20
2.401,-6.591,-0.486,20
1.989,-5.82,-0.943,20
1.613,-5.346,-1.29,20
1.333,-5.341,-1.606,20
1.414,-5.667,-2.157,20
1.996,-6.062,-2.736,20
3.076,-6.153,-2.975,20
4.182,-6.55,-2.669,20
4.922,-7.383,-1.798,20
6.095,-8.389,-0.586,20
8.367,-8.757,0.205,20
10.359,-10.378,0.09,20
11.437,-12.428,-0.158,20
12.466,-14.173,0.608,20
13.536,-14.456,2.916,20
14.353,-14.46,5.262,20
15.136,-14.358,6.653,20
15.37,-15.023,7.175,20
15.368,-15.377,6.849,20
15.538,-15.365,6.354,20
15.485,-14.743,5.985,20
15.195,-13.522,6.241,20
14.03,-12.332,6.94,20
12.71,-11.3,7.333,20
11.449,-10.189,7.223,20
10.881,-9.186,6.706,20
10.503,-8.317,6.256,20
9.943,-7.69,5.937,20
9.416,-7.158,5.511,20
9.332,-6.397,5.406,20
9.323,-5.729,4.994,20
8.793,-5.2,4.651,20
8.358,-5.023,4.448,20
8.386,-4.826,4.661,20
8.762,-4.714,4.587,20
9.15,-4.364,4.431,20
9.236,-4.22,4.175,20
9.617,-4.067,3.811,20
10.151,-4.027,3.052,20
11.449,-3.869,2.463,20
13.022,-3.567,2.391,20
14.393,-2.832,1.728,20
15.023,-2.188,0.646,20
15.337,-1.529,0.562,20
16.407,-1.343,0.524,20
17.42,-1.165,-0.306,20
18.289,-1.003,-1.316,20
18.753,-0.471,-1.63,20
19.428,0.387,-1.074,20
19.254,0.553,-0.603,20
18.318,-0.914,-0.976,20
17.523,-3.313,-0.61,20
17.314,-5.834,0.122,20
17.116,-7.862,0.809,20
16.658,-8.892,1.139,20
16.18,-9.677,0.72,20
15.6,-10.026,0.739,20
14.47,-10.474,0.375,20
12.914,-10.577,0.342,20
11.556,-10.453,0.296,20
10.113,-9.993,0.383,20
8.846,-9.327,0.414,20
7.474,-8.719,0.292,20
5.928,-8.178,0.141,20
4.568,-7.565,0.088,20
3.643,-6.993,0.076,20
3.105,-6.464,-0.069,20
2.679,-5.774,-0.289,20
2.269,-5.219,-0.38,20
2.176,-4.845,-0.526,20
2.126,-4.726,-0.732,20
2.353,-4.812,-1.027,20
3.064,-5.147,-1.35,20
4.113,-5.331,-1.525,20
5.044,-5.449,-1.539,20
5.664,-5.789,-1.24,20
6.521,-6.734,-0.857,20
7.582,-8.341,-0.905,20
8.279,-9.193,-0.847,20
9.241,-9.514,-0.126,20
10.342,-9.105,1.225,20
11.468,-8.408,2.501,20
13.345,-7.91,2.885,20
15.21,-7.793,1.915,20
15.382,-8.429,0.287,20
15.473,-9.121,-0.577,20
14.829,-8.911,0.232,20
14.018,-8.461,1.405,20
13.204,-7.73,2.372,20
12.579,-7.082,3.145,20
12.109,-6.344,3.718,20
11.547,-5.808,3.641,20
10.869,-5.746,3.22,20
10.184,-5.894,3.222,20
10.007,-5.669,3.912,20
10.235,-4.857,3.823,20
10.321,-3.952,3.296,20
10.828,-2.813,2.784,20
11.372,-1.85,1.647,20
11.317,-1.544,1.077,20
10.802,-1.766,0.986,20
10.658,-2.037,1.094,20
10.785,-2.039,1.635,20
11.322,-2.025,1.841,21
11.978,-1.877,1.709,20
12.715,-1.759,1.628,20
13.438,-1.776,1.608,20
13.802,-2.159,1.388,20
14.137,-3.031,0.814,20
14.324,-4.405,0.296,20
14.599,-5.556,-0.002,20
14.975,-6.373,-0.04,20
15.188,-6.167,-0.047,20
15.344,-5.346,-0.217,20
15.567,-5.415,-0.615,20
15.646,-6.801,-0.385,20
15.705,-8.834,0.04,20
15.389,-10.577,0.624,20
14.317,-11.575,0.804,20
12.691,-11.681,0.751,20
11.226,-11.097,0.629,20
10.194,-10.263,0.751,20
9.306,-9.303,0.821,20
8.499,-8.391,0.723,20
7.68,-7.659,0.667,20
6.952,-7.419,0.799,20
6.143,-7.151,0.883,20
5.363,-6.754,0.634,20
4.623,-6.284,0.335,20
3.878,-5.92,0.208,20
3.277,-5.528,0.299,20
3.028,-5.197,0.378,20
2.904,-4.979,0.186,20
2.806,-4.987,-0.227,20
2.959,-5.118,-0.682,20
3.239,-5.542,-1.098,20
3.754,-6.088,-1.503,20
4.56,-6.641,-1.786,20
6.052,-7.558,-1.738,20
7.445,-9.198,-1.793,20
8.652,-10.441,-0.907,20
9.536,-10.867,0.421,20
10.45,-9.447,2.063,20
11.925,-7.546,3.414,20
13.931,-6.344,3.28,20
15.011,-6.291,1.103,20
15.48,-6.584,-1.726,20
15.145,-7.213,-3.588,20
14.851,-7.354,-3.392,20
14.331,-7.659,-1.417,20
13.5,-7.189,0.897,20
12.737,-5.987,2.511,20
12.265,-4.702,3.088,20
11.358,-3.971,2.743,20
10.529,-3.632,2.238,20
10.441,-3.186,1.601,20
10.429,-3.043,0.644,20
10.105,-3.143,0.517,20
10.024,-2.669,0.902,20
9.991,-1.965,1.417,20
10.137,-1.776,1.79,20
10.56,-2.291,2.197,20
11.334,-2.837,2.331,20
12.241,-3.122,2.48,20
13.017,-3.026,2.796,20
13.69,-2.509,3.124,20
13.572,-2.094,2.93,20
13.395,-2.43,1.927,20
13.654,-3.969,1.276,20
14.152,-4.903,0.876,20
15.069,-5.928,0.011,20
16.8,-7.287,-0.459,20
18.715,-8.64,-0.713,20
19.244,-9.756,-0.205,20
17.827,-9.725,0.749,20
15.969,-9.004,2.07,20
14.69,-8.839,3.066,20
13.376,-9.481,2.53,20
12.172,-10.512,1.393,20
10.728,-10.984,0.555,20
9.186,-10.915,0.28,20
7.541,-10.62,0.442,20
5.767,-10.192,0.84,20
4.204,-8.956,0.957,20
3.557,-7.668,0.414,20
3.608,-6.313,-0.246,20
3.603,-5.523,-0.529,20
3.248,-5.339,-0.287,20
2.81,-5.458,0.119,20
2.425,-5.753,0.402,20
2.209,-6.086,0.392,20
2.41,-6.196,0.088,20
3.201,-6.294,-0.011,20
4.194,-6.402,-0.136,20
5.772,-7.134,-0.548,20
7.031,-8.36,-1.01,20
8.425,-9.43,-1.115,20
9.442,-9.5,-0.452,20
9.619,-8.322,0.905,20
9.952,-6.461,2.161,20
10.759,-4.85,2.042,20
11.621,-4.491,0.684,20
11.994,-5.58,-0.567,21
12.404,-7.661,-0.869,20
13.833,-8.121,-0.715,20
15.492,-7.85,-0.038,20
15.773,-6.9,1.022,20
15.66,-5.094,1.759,20
14.949,-3.351,2.348,20
13.512,-2.537,1.836,20
12.507,-2.104,0.952,20
11.504,-1.939,0.802,20
10.728,-2.343,0.651,20
10.381,-2.6,0.438,21
9.911,-2.913,-0.244,20
9.229,-2.6,-0.186,20
9.021,-2.169,-0.009,20
9.421,-1.977,0.251,20
9.876,-2.185,0.409,20
10.388,-2.729,0.385,20
11.449,-3.287,0.471,20
12.854,-3.378,1.022,20
13.848,-3.433,1.23,20
15.325,-4.556,1.106,21
17.111,-4.766,1.374,21
18.337,-4.254,1.364,20
17.262,-4.053,1.695,21
16.757,-3.213,1.731,20
16.156,-3.375,2.41,20
16.261,-4.316,2.535,20
16.165,-6.394,1.364,20
16.735,-8.348,0.893,20
17.037,-9.806,0.28,20
16.646,-10.141,0.742,20
15.308,-10.005,1.376,20
14.614,-9.414,2.272,20
13.089,-8.899,2.013,20
11.552,-8.212,1.23,20
10.359,-7.608,1.309,20
9.045,-6.979,1.357,20
7.999,-6.461,1.264,20
6.37,-5.755,1.189,20
4.697,-5.389,1.017,20
3.153,-5.061,0.967,20
1.862,-4.501,0.964,20
1.376,-4.003,0.584,20
0.95,-3.653,0.079,20
0.706,-3.825,-0.462,20
0.727,-4.285,-0.61,21
0.835,-4.783,-0.866,20
1.194,-5.272,-1.331,20
2.638,-5.193,-0.928,20
4.599,-4.788,-0.445,20
6.066,-5.42,-0.567,20
6.258,-5.987,-0.816,20
6.84,-7.079,-1.015,20
7.97,-7.187,-0.507,20
9.543,-7.031,0.471,20
11.786,-7.01,1.156,20
12.816,-8.283,0.986,20
13.867,-10.132,-0.196,20
15.691,-11.161,-0.622,20
17.925,-10.565,0.22,20
18.799,-9.083,1.003,20
18.677,-7.062,1.64,20
18.155,-5.295,1.814,20
17.286,-4.544,2.07,20
17.36,-3.598,2.126,20
16.984,-2.695,0.921,20
14.958,-2.92,-0.031,20
13.098,-3.292,0.169,20
11.453,-3.315,0.703,20
10.407,-2.827,0.816,20
9.991,-2.389,0.61,20
9.806,-2.276,0.215,20
9.627,-2.449,0.086,20
10.144,-2.652,0.234,20
11.054,-2.87,0.96,20
12.028,-2.829,1.771,21
13.196,-2.171,2.413,20
14.094,-1.81,2.93,20
14.839,-3.493,3.442,20
15.476,-5.171,4.328,21
16.213,-6.318,3.912,21
15.789,-5.966,3.66,20
15.124,-5.03,2.525,21
13.804,-4.692,2.135,20
12.883,-4.795,1.8,20
12.44,-6.172,1.288,20
12.291,-8.152,1.101,20
12.322,-9.943,1.288,20
12.277,-10.69,1.309,20
11.37,-10.376,1.168,20
10.208,-9.643,1.098,20
9.174,-8.734,1.312,20
8.633,-8.034,1.364,20
8.192,-7.632,1.206,20
7.848,-7.639,1.154,21
7.359,-7.503,1.41,20
6.77,-7.359,1.884,20
6.054,-7.146,2.382,20
5.521,-6.957,2.762,20
4.692,-6.72,2.954,20
3.852,-6.667,2.954,20
3.292,-6.703,2.497,21
3.347,-6.9,1.836,20
3.931,-6.811,1.393,20
4.534,-6.998,1.594,20
4.754,-6.878,1.793,20
5.078,-6.94,1.632,20
5.542,-7.213,1.039,21
6.639,-7.905,-0.083,20
7.304,-8.341,-0.828,20
7.584,-7.702,-0.792,20
8.2,-6.165,0.292,20
9.907,-4.288,1.137,20
11.463,-3.153,0.696,20
